Elements: 2002    Rows: 96      Columns: 96
Row: 7    Column: 46      0.370301477071
Row: 46    Column: 45      -0.77504960317
Row: 45    Column: 46      -0.77504960317
Row: 46    Column: 46      18.6011904762
Row: 12    Column: 3      -0.0379774305557
Row: 3    Column: 12      -0.0379774305557
Row: 12    Column: 17      0.17223324515
Row: 17    Column: 12      0.17223324515
Row: 12    Column: 16      -0.236820712082
Row: 16    Column: 12      -0.236820712082
Row: 12    Column: 15      0.370301477073
Row: 15    Column: 12      0.370301477073
Row: 12    Column: 14      1.68142705578
Row: 14    Column: 12      1.68142705578
Row: 12    Column: 4      0.594204695767
Row: 4    Column: 12      0.594204695767
Row: 12    Column: 6      0.0710462136247
Row: 6    Column: 12      0.0710462136247
Row: 12    Column: 42      -0.482253086421
Row: 42    Column: 12      -0.482253086421
Row: 12    Column: 43      0.693238811731
Row: 43    Column: 12      0.693238811731
Row: 12    Column: 44      -4.57279265874
Row: 44    Column: 12      -4.57279265874
Row: 12    Column: 13      -3.96351755401
Row: 13    Column: 12      -3.96351755401
Row: 12    Column: 7      -0.0344466490301
Row: 7    Column: 12      -0.0344466490301
Row: 12    Column: 45      0.370301477073
Row: 45    Column: 12      0.370301477073
Row: 12    Column: 46      1.01617614639
Row: 46    Column: 12      1.01617614639
Row: 12    Column: 12      8.11218584657
Row: 8    Column: 3      -0.449959352953
Row: 3    Column: 8      -0.449959352953
Row: 8    Column: 17      -1.25514977403
Row: 17    Column: 8      -1.25514977403
Row: 8    Column: 16      -0.331548996915
Row: 16    Column: 8      -0.331548996915
Row: 8    Column: 15      -0.314325672398
Row: 15    Column: 8      -0.314325672398
Row: 8    Column: 14      0.131327849426
Row: 14    Column: 8      0.131327849426
Row: 8    Column: 4      -0.0379774305554
Row: 4    Column: 8      -0.0379774305554
Row: 8    Column: 6      2.85907186948
Row: 6    Column: 8      2.85907186948
Row: 8    Column: 42      2.70406194885
Row: 42    Column: 8      2.70406194885
Row: 8    Column: 43      1.36064263668
Row: 43    Column: 8      1.36064263668
Row: 8    Column: 44      -0.310019841269
Row: 44    Column: 8      -0.310019841269
Row: 8    Column: 13      0.111951609347
Row: 13    Column: 8      0.111951609347
Row: 8    Column: 7      -5.76120205026
Row: 7    Column: 8      -5.76120205026
Row: 8    Column: 45      -3.80635471781
Row: 45    Column: 8      -3.80635471781
Row: 8    Column: 46      0.0688932980595
Row: 46    Column: 8      0.0688932980595
Row: 8    Column: 12      -0.129174933862
Row: 12    Column: 8      -0.129174933862
Row: 8    Column: 8      7.49214616401
Row: 47    Column: 3      0.107645778219
Row: 3    Column: 47      0.107645778219
Row: 47    Column: 17      -0.667403824955
Row: 17    Column: 47      -0.667403824955
Row: 47    Column: 16      -0.861166225751
Row: 16    Column: 47      -0.861166225751
Row: 47    Column: 15      -0.861166225751
Row: 15    Column: 47      -0.861166225751
Row: 47    Column: 14      -0.667403824957
Row: 14    Column: 47      -0.667403824957
Row: 47    Column: 4      0.107645778219
Row: 4    Column: 47      0.107645778219
Row: 47    Column: 6      -0.465029761905
Row: 6    Column: 47      -0.465029761905
Row: 47    Column: 42      3.78913139329
Row: 42    Column: 47      3.78913139329
Row: 47    Column: 43      2.84184854498
Row: 43    Column: 47      2.84184854498
Row: 47    Column: 44      3.7891313933
Row: 44    Column: 47      3.7891313933
Row: 47    Column: 13      -0.465029761904
Row: 13    Column: 47      -0.465029761904
Row: 47    Column: 7      0.163621582892
Row: 7    Column: 47      0.163621582892
Row: 47    Column: 45      -8.13802083333
Row: 45    Column: 47      -8.13802083333
Row: 47    Column: 46      -8.13802083334
Row: 46    Column: 47      -8.13802083334
Row: 47    Column: 12      0.16362158289
Row: 12    Column: 47      0.16362158289
Row: 47    Column: 8      0.120563271605
Row: 8    Column: 47      0.120563271605
Row: 47    Column: 47      14.1231261023
Row: 11    Column: 3      -0.0379774305555
Row: 3    Column: 11      -0.0379774305555
Row: 11    Column: 17      0.131327849427
Row: 17    Column: 11      0.131327849427
Row: 11    Column: 16      -0.314325672399
Row: 16    Column: 11      -0.314325672399
Row: 11    Column: 15      -0.331548996914
Row: 15    Column: 11      -0.331548996914
Row: 11    Column: 14      -1.25514977403
Row: 14    Column: 11      -1.25514977403
Row: 11    Column: 4      -0.449959352954
Row: 4    Column: 11      -0.449959352954
Row: 11    Column: 6      0.111951609347
Row: 6    Column: 11      0.111951609347
Row: 11    Column: 42      -0.31001984127
Row: 42    Column: 11      -0.31001984127
Row: 11    Column: 43      1.36064263669
Row: 43    Column: 11      1.36064263669
Row: 11    Column: 44      2.70406194886
Row: 44    Column: 11      2.70406194886
Row: 11    Column: 13      2.85907186949
Row: 13    Column: 11      2.85907186949
Row: 11    Column: 7      -0.129174933862
Row: 7    Column: 11      -0.129174933862
Row: 11    Column: 45      0.0688932980594
Row: 45    Column: 11      0.0688932980594
Row: 11    Column: 46      -3.80635471782
Row: 46    Column: 11      -3.80635471782
Row: 11    Column: 12      -5.76120205027
Row: 12    Column: 11      -5.76120205027
Row: 11    Column: 8      0.206679894179
Row: 8    Column: 11      0.206679894179
Row: 11    Column: 47      0.120563271608
Row: 47    Column: 11      0.120563271608
Row: 11    Column: 11      7.49214616402
Row: 9    Column: 3      0.202374063051
Row: 3    Column: 9      0.202374063051
Row: 9    Column: 17      0.538228891092
Row: 17    Column: 9      0.538228891092
Row: 9    Column: 16      0.284184854498
Row: 16    Column: 9      0.284184854498
Row: 9    Column: 15      0.202374063051
Row: 15    Column: 9      0.202374063051
Row: 9    Column: 14      0.142092427249
Row: 14    Column: 9      0.142092427249
Row: 9    Column: 4      -0.0408192791006
Row: 4    Column: 9      -0.0408192791006
Row: 9    Column: 6      -1.27883184524
Row: 6    Column: 9      -1.27883184524
Row: 9    Column: 42      -1.45537092152
Row: 42    Column: 9      -1.45537092152
Row: 9    Column: 43      -0.693238811729
Row: 43    Column: 9      -0.693238811729
Row: 9    Column: 44      -0.809496252206
Row: 44    Column: 9      -0.809496252206
Row: 9    Column: 13      0.198068231922
Row: 13    Column: 9      0.198068231922
Row: 9    Column: 7      2.78156690917
Row: 7    Column: 9      2.78156690917
Row: 9    Column: 45      1.24438519621
Row: 45    Column: 9      1.24438519621
Row: 9    Column: 46      1.56732253087
Row: 46    Column: 9      1.56732253087
Row: 9    Column: 12      -0.288490685626
Row: 12    Column: 9      -0.288490685626
Row: 9    Column: 8      -3.4748057209
Row: 8    Column: 9      -3.4748057209
Row: 9    Column: 47      -2.31653714727
Row: 47    Column: 9      -2.31653714727
Row: 9    Column: 11      0.236820712081
Row: 11    Column: 9      0.236820712081
Row: 9    Column: 9      3.97858796296
Row: 10    Column: 3      -0.0408192791005
Row: 3    Column: 10      -0.0408192791005
Row: 10    Column: 17      0.142092427248
Row: 17    Column: 10      0.142092427248
Row: 10    Column: 16      0.202374063051
Row: 16    Column: 10      0.202374063051
Row: 10    Column: 15      0.284184854498
Row: 15    Column: 10      0.284184854498
Row: 10    Column: 14      0.538228891095
Row: 14    Column: 10      0.538228891095
Row: 10    Column: 4      0.202374063051
Row: 4    Column: 10      0.202374063051
Row: 10    Column: 6      0.198068231922
Row: 6    Column: 10      0.198068231922
Row: 10    Column: 42      -0.809496252203
Row: 42    Column: 10      -0.809496252203
Row: 10    Column: 43      -0.69323881173
Row: 43    Column: 10      -0.69323881173
Row: 10    Column: 44      -1.45537092152
Row: 44    Column: 10      -1.45537092152
Row: 10    Column: 13      -1.27883184524
Row: 13    Column: 10      -1.27883184524
Row: 10    Column: 7      -0.288490685626
Row: 7    Column: 10      -0.288490685626
Row: 10    Column: 45      1.56732253086
Row: 45    Column: 10      1.56732253086
Row: 10    Column: 46      1.24438519621
Row: 46    Column: 10      1.24438519621
Row: 10    Column: 12      2.78156690917
Row: 12    Column: 10      2.78156690917
Row: 10    Column: 8      0.236820712081
Row: 8    Column: 10      0.236820712081
Row: 10    Column: 47      -2.31653714726
Row: 47    Column: 10      -2.31653714726
Row: 10    Column: 11      -3.4748057209
Row: 11    Column: 10      -3.4748057209
Row: 10    Column: 9      -0.572675540124
Row: 9    Column: 10      -0.572675540124
Row: 10    Column: 10      3.97858796296
Row: 0    Column: 3      -0.0409984016754
Row: 3    Column: 0      -0.0409984016754
Row: 0    Column: 17      -0.0816385582008
Row: 17    Column: 0      -0.0816385582008
Row: 0    Column: 16      -0.0759548611112
Row: 16    Column: 0      -0.0759548611112
Row: 0    Column: 15      -0.0759548611112
Row: 15    Column: 0      -0.0759548611112
Row: 0    Column: 14      -0.0816385582013
Row: 14    Column: 0      -0.0816385582013
Row: 0    Column: 4      -0.0409984016754
Row: 4    Column: 0      -0.0409984016754
Row: 0    Column: 6      0.243193342151
Row: 6    Column: 0      0.243193342151
Row: 0    Column: 42      0.215291556437
Row: 42    Column: 0      0.215291556437
Row: 0    Column: 43      0.215291556438
Row: 43    Column: 0      0.215291556438
Row: 0    Column: 44      0.215291556438
Row: 44    Column: 0      0.215291556438
Row: 0    Column: 13      0.243193342151
Row: 13    Column: 0      0.243193342151
Row: 0    Column: 7      -0.519627700616
Row: 7    Column: 0      -0.519627700616
Row: 0    Column: 45      -0.107645778218
Row: 45    Column: 0      -0.107645778218
Row: 0    Column: 46      -0.107645778219
Row: 46    Column: 0      -0.107645778219
Row: 0    Column: 12      -0.519627700617
Row: 12    Column: 0      -0.519627700617
Row: 0    Column: 8      0.578359237212
Row: 8    Column: 0      0.578359237212
Row: 0    Column: 47      -0.430583112875
Row: 47    Column: 0      -0.430583112875
Row: 0    Column: 11      0.578359237212
Row: 11    Column: 0      0.578359237212
Row: 0    Column: 9      -0.445739638447
Row: 9    Column: 0      -0.445739638447
Row: 0    Column: 10      -0.445739638446
Row: 10    Column: 0      -0.445739638446
Row: 0    Column: 0      0.684813161374
Row: 3    Column: 69      -0.152877986211
Row: 69    Column: 3      1
Row: 6    Column: 69      -0.186199795575
Row: 3    Column: 72      -0.186199795575
Row: 6    Column: 72      -1.11857663941
Row: 72    Column: 6      1
Row: 7    Column: 69      0.149185305435
Row: 3    Column: 73      0.149185305435
Row: 7    Column: 72      0.370144901395
Row: 6    Column: 73      0.370144901395
Row: 7    Column: 73      -1.25010020843
Row: 73    Column: 7      1
Row: 8    Column: 69      -0.0858034712201
Row: 3    Column: 74      -0.0858034712201
Row: 8    Column: 72      -0.287472943723
Row: 6    Column: 74      -0.287472943723
Row: 8    Column: 73      0.409601972102
Row: 7    Column: 74      0.409601972102
Row: 8    Column: 74      -1.25010020843
Row: 74    Column: 8      1
Row: 9    Column: 69      0.0229226791727
Row: 3    Column: 75      0.0229226791727
Row: 9    Column: 72      0.157515131473
Row: 6    Column: 75      0.157515131473
Row: 9    Column: 73      -0.287472943723
Row: 7    Column: 75      -0.287472943723
Row: 9    Column: 74      0.370144901395
Row: 8    Column: 75      0.370144901395
Row: 9    Column: 75      -1.11857663941
Row: 75    Column: 9      1
Row: 0    Column: 69      -0.0111156204906
Row: 3    Column: 66      -0.0111156204906
Row: 0    Column: 72      0.0229226791727
Row: 6    Column: 66      0.0229226791727
Row: 0    Column: 73      -0.0858034712201
Row: 7    Column: 66      -0.0858034712201
Row: 0    Column: 74      0.149185305435
Row: 8    Column: 66      0.149185305435
Row: 0    Column: 75      -0.186199795575
Row: 9    Column: 66      -0.186199795575
Row: 0    Column: 66      -0.152877986211
Row: 0    Column: 66      -0.152877986211
Row: 66    Column: 0      1
Row: 10    Column: 66      -0.186199795575
Row: 0    Column: 76      -0.186199795575
Row: 10    Column: 76      -1.11857663941
Row: 76    Column: 10      1
Row: 11    Column: 66      0.149185305435
Row: 0    Column: 77      0.149185305435
Row: 11    Column: 76      0.370144901395
Row: 10    Column: 77      0.370144901395
Row: 11    Column: 77      -1.25010020843
Row: 77    Column: 11      1
Row: 12    Column: 66      -0.0858034712201
Row: 0    Column: 78      -0.0858034712201
Row: 12    Column: 76      -0.287472943723
Row: 10    Column: 78      -0.287472943723
Row: 12    Column: 77      0.409601972102
Row: 11    Column: 78      0.409601972102
Row: 12    Column: 78      -1.25010020843
Row: 78    Column: 12      1
Row: 13    Column: 66      0.0229226791727
Row: 0    Column: 79      0.0229226791727
Row: 13    Column: 76      0.157515131473
Row: 10    Column: 79      0.157515131473
Row: 13    Column: 77      -0.287472943723
Row: 11    Column: 79      -0.287472943723
Row: 13    Column: 78      0.370144901395
Row: 12    Column: 79      0.370144901395
Row: 13    Column: 79      -1.11857663941
Row: 79    Column: 13      1
Row: 4    Column: 66      -0.0111156204906
Row: 0    Column: 70      -0.0111156204906
Row: 4    Column: 76      0.0229226791727
Row: 10    Column: 70      0.0229226791727
Row: 4    Column: 77      -0.0858034712201
Row: 11    Column: 70      -0.0858034712201
Row: 4    Column: 78      0.149185305435
Row: 12    Column: 70      0.149185305435
Row: 4    Column: 79      -0.186199795575
Row: 13    Column: 70      -0.186199795575
Row: 4    Column: 70      -0.152877986211
Row: 4    Column: 4      0.342406580688
Row: 29    Column: 4      0.202287946428
Row: 4    Column: 29      0.202287946428
Row: 29    Column: 29      4.55126350308
Row: 28    Column: 4      -0.0158454585535
Row: 4    Column: 28      -0.0158454585535
Row: 28    Column: 29      -2.30146673832
Row: 29    Column: 28      -2.30146673832
Row: 28    Column: 28      6.76876653439
Row: 27    Column: 4      -0.0696683476633
Row: 4    Column: 27      -0.0696683476633
Row: 27    Column: 29      1.71372078924
Row: 29    Column: 27      1.71372078924
Row: 27    Column: 28      -3.60828648589
Row: 28    Column: 27      -3.60828648589
Row: 27    Column: 27      6.7687665344
Row: 26    Column: 4      0.0408192791006
Row: 4    Column: 26      0.0408192791006
Row: 26    Column: 29      -0.680321318343
Row: 29    Column: 26      -0.680321318343
Row: 26    Column: 28      1.71372078924
Row: 28    Column: 26      1.71372078924
Row: 26    Column: 27      -2.30146673832
Row: 27    Column: 26      -2.30146673832
Row: 26    Column: 26      4.55126350309
Row: 2    Column: 29      0.0408192791005
Row: 29    Column: 2      0.0408192791005
Row: 2    Column: 28      -0.0696683476631
Row: 28    Column: 2      -0.0696683476631
Row: 2    Column: 27      -0.015845458554
Row: 27    Column: 2      -0.015845458554
Row: 2    Column: 26      0.202287946429
Row: 26    Column: 2      0.202287946429
Row: 2    Column: 2      0.342406580688
Row: 18    Column: 4      -0.648027584876
Row: 4    Column: 18      -0.648027584876
Row: 18    Column: 29      -2.84830729166
Row: 29    Column: 18      -2.84830729166
Row: 18    Column: 28      1.34557222773
Row: 28    Column: 18      1.34557222773
Row: 18    Column: 27      -0.824566661155
Row: 27    Column: 18      -0.824566661155
Row: 18    Column: 26      0.340160659171
Row: 26    Column: 18      0.340160659171
Row: 18    Column: 2      -0.0408192791005
Row: 2    Column: 18      -0.0408192791005
Row: 18    Column: 18      4.55126350308
Row: 48    Column: 4      -0.215291556437
Row: 4    Column: 48      -0.215291556437
Row: 48    Column: 29      -2.82031938933
Row: 29    Column: 48      -2.82031938933
Row: 48    Column: 28      -3.22937334656
Row: 28    Column: 48      -3.22937334656
Row: 48    Column: 27      1.50704089506
Row: 27    Column: 48      1.50704089506
Row: 48    Column: 26      -0.990341159612
Row: 26    Column: 48      -0.990341159612
Row: 48    Column: 2      0.107645778219
Row: 2    Column: 48      0.107645778219
Row: 48    Column: 18      0.50378224206
Row: 18    Column: 48      0.50378224206
Row: 48    Column: 48      14.984292328
Row: 49    Column: 4      -0.0538228891097
Row: 4    Column: 49      -0.0538228891097
Row: 49    Column: 29      1.19486813823
Row: 29    Column: 49      1.19486813823
Row: 49    Column: 28      -2.79879023369
Row: 28    Column: 49      -2.79879023369
Row: 49    Column: 27      -2.79879023369
Row: 27    Column: 49      -2.79879023369
Row: 49    Column: 26      1.19486813823
Row: 26    Column: 49      1.19486813823
Row: 49    Column: 2      -0.0538228891091
Row: 2    Column: 49      -0.0538228891091
Row: 49    Column: 18      0.21098572531
Row: 18    Column: 49      0.21098572531
Row: 49    Column: 48      -3.83218970459
Row: 48    Column: 49      -3.83218970459
Row: 49    Column: 49      17.3094411376
Row: 50    Column: 4      0.107645778219
Row: 4    Column: 50      0.107645778219
Row: 50    Column: 29      -0.990341159613
Row: 29    Column: 50      -0.990341159613
Row: 50    Column: 28      1.50704089506
Row: 28    Column: 50      1.50704089506
Row: 50    Column: 27      -3.22937334656
Row: 27    Column: 50      -3.22937334656
Row: 50    Column: 26      -2.82031938933
Row: 26    Column: 50      -2.82031938933
Row: 50    Column: 2      -0.215291556438
Row: 2    Column: 50      -0.215291556438
Row: 50    Column: 18      -0.14209242725
Row: 18    Column: 50      -0.14209242725
Row: 50    Column: 48      2.0667989418
Row: 48    Column: 50      2.0667989418
Row: 50    Column: 49      -3.83218970459
Row: 49    Column: 50      -3.83218970459
Row: 50    Column: 50      14.9842923281
Row: 25    Column: 4      -0.0408192791006
Row: 4    Column: 25      -0.0408192791006
Row: 25    Column: 29      0.340160659172
Row: 29    Column: 25      0.340160659172
Row: 25    Column: 28      -0.824566661157
Row: 28    Column: 25      -0.824566661157
Row: 25    Column: 27      1.34557222774
Row: 27    Column: 25      1.34557222774
Row: 25    Column: 26      -2.84830729167
Row: 26    Column: 25      -2.84830729167
Row: 25    Column: 2      -0.648027584877
Row: 2    Column: 25      -0.648027584877
Row: 25    Column: 18      1.40104182596e-13
Row: 18    Column: 25      1.40104182596e-13
Row: 25    Column: 48      -0.142092427249
Row: 48    Column: 25      -0.142092427249
Row: 25    Column: 49      0.210985725309
Row: 49    Column: 25      0.210985725309
Row: 25    Column: 50      0.503782242065
Row: 50    Column: 25      0.503782242065
Row: 25    Column: 25      4.55126350309
Row: 19    Column: 4      0.594204695766
Row: 4    Column: 19      0.594204695766
Row: 19    Column: 29      1.68142705577
Row: 29    Column: 19      1.68142705577
Row: 19    Column: 28      0.370301477075
Row: 28    Column: 19      0.370301477075
Row: 19    Column: 27      -0.236820712082
Row: 27    Column: 19      -0.236820712082
Row: 19    Column: 26      0.17223324515
Row: 26    Column: 19      0.17223324515
Row: 19    Column: 2      -0.0379774305556
Row: 2    Column: 19      -0.0379774305556
Row: 19    Column: 18      -3.96351755401
Row: 18    Column: 19      -3.96351755401
Row: 19    Column: 48      -4.57279265873
Row: 48    Column: 19      -4.57279265873
Row: 19    Column: 49      0.693238811729
Row: 49    Column: 19      0.693238811729
Row: 19    Column: 50      -0.482253086419
Row: 50    Column: 19      -0.482253086419
Row: 19    Column: 25      0.0710462136243
Row: 25    Column: 19      0.0710462136243
Row: 19    Column: 19      8.11218584656
Row: 51    Column: 4      -0.0538228891096
Row: 4    Column: 51      -0.0538228891096
Row: 51    Column: 29      1.35633680555
Row: 29    Column: 51      1.35633680555
Row: 51    Column: 28      1.39939511685
Row: 28    Column: 51      1.39939511685
Row: 51    Column: 27      1.07645778219
Row: 27    Column: 51      1.07645778219
Row: 51    Column: 26      -0.419818535052
Row: 26    Column: 51      -0.419818535052
Row: 51    Column: 2      0.107645778218
Row: 2    Column: 51      0.107645778218
Row: 51    Column: 18      0.0495170579817
Row: 18    Column: 51      0.0495170579817
Row: 51    Column: 48      -8.35331238977
Row: 48    Column: 51      -8.35331238977
Row: 51    Column: 49      -6.26498429233
Row: 49    Column: 51      -6.26498429233
Row: 51    Column: 50      1.33480764991
Row: 50    Column: 51      1.33480764991
Row: 51    Column: 25      -0.273420276675
Row: 25    Column: 51      -0.273420276675
Row: 51    Column: 19      1.01617614638
Row: 19    Column: 51      1.01617614638
Row: 51    Column: 51      18.6011904762
Row: 52    Column: 4      0.107645778219
Row: 4    Column: 52      0.107645778219
Row: 52    Column: 29      -0.419818535053
Row: 29    Column: 52      -0.419818535053
Row: 52    Column: 28      1.07645778219
Row: 28    Column: 52      1.07645778219
Row: 52    Column: 27      1.39939511685
Row: 27    Column: 52      1.39939511685
Row: 52    Column: 26      1.35633680556
Row: 26    Column: 52      1.35633680556
Row: 52    Column: 2      -0.0538228891089
Row: 2    Column: 52      -0.0538228891089
Row: 52    Column: 18      -0.273420276675
Row: 18    Column: 52      -0.273420276675
Row: 52    Column: 48      1.33480764991
Row: 48    Column: 52      1.33480764991
Row: 52    Column: 49      -6.26498429234
Row: 49    Column: 52      -6.26498429234
Row: 52    Column: 50      -8.35331238978
Row: 50    Column: 52      -8.35331238978
Row: 52    Column: 25      0.0495170579782
Row: 25    Column: 52      0.0495170579782
