-10	-1.128686479590986
-9.989130434782609	-1.150433918191523
-9.978260869565217	-1.172197378658604
-9.967391304347826	-1.193975951369601
-9.956521739130435	-1.215768724696091
-9.945652173913043	-1.237574785003857
-9.934782608695652	-1.259393216652892
-9.923913043478262	-1.281223101997396
-9.913043478260869	-1.303063521385776
-9.902173913043478	-1.324913553160649
-9.891304347826088	-1.346772273658836
-9.880434782608695	-1.368638757211367
-9.869565217391305	-1.39051207614348
-9.858695652173912	-1.412391300774621
-9.847826086956522	-1.434275499418443
-9.836956521739131	-1.456163738382805
-9.826086956521738	-1.478055081969778
-9.815217391304348	-1.499948592475636
-9.804347826086957	-1.521843330190863
-9.793478260869565	-1.543738353400149
-9.782608695652174	-1.565632718382394
-9.771739130434783	-1.587525479410702
-9.760869565217391	-1.60941568875239
-9.75	-1.631302396668976
-9.739130434782609	-1.653184656242724
-9.728260869565217	-1.675061519237729
-9.717391304347826	-1.696932031015641
-9.706521739130435	-1.718795235722953
-9.695652173913043	-1.740650176290998
-9.684782608695652	-1.762495894435953
-9.673913043478262	-1.784331430658838
-9.663043478260869	-1.806155824245516
-9.652173913043478	-1.827968113266693
-9.641304347826088	-1.849767334577915
-9.630434782608695	-1.871552523819575
-9.619565217391305	-1.893322715416906
-9.608695652173912	-1.915076942579986
-9.597826086956522	-1.936814237303732
-9.586956521739131	-1.958533630367908
-9.576086956521738	-1.980234151337118
-9.565217391304348	-2.00191482856081
-9.554347826086957	-2.023574689173276
-9.543478260869565	-2.045212759093646
-9.532608695652174	-2.0668280630259
-9.521739130434783	-2.088419624458854
-9.510869565217391	-2.109986465666172
-9.5	-2.131527607706356
-9.489130434782609	-2.153042075598048
-9.478260869565217	-2.174528893663018
-9.467391304347826	-2.195987080516362
-9.456521739130435	-2.217415654386578
-9.445652173913043	-2.23881363311557
-9.434782608695652	-2.260180034158643
-9.423913043478262	-2.28151387458451
-9.413043478260869	-2.302814171075285
-9.402173913043478	-2.324079939926491
-9.391304347826088	-2.345310197047051
-9.380434782608695	-2.366503957959296
-9.369565217391305	-2.387660237798958
-9.358695652173912	-2.408778051315176
-9.347826086956522	-2.429856412870491
-9.336956521739131	-2.450894336440853
-9.326086956521738	-2.471890835615612
-9.315217391304348	-2.492844923597522
-9.304347826086957	-2.513755613202747
-9.293478260869565	-2.534621916860848
-9.282608695652174	-2.555442846614796
-9.271739130434783	-2.576217414120964
-9.260869565217391	-2.596944630649133
-9.25	-2.617623507082481
-9.239130434782609	-2.638253059346845
-9.228260869565217	-2.658832303329279
-9.217391304347826	-2.679360250017489
-9.206521739130435	-2.699835910864659
-9.195652173913043	-2.720258297789447
-9.184782608695652	-2.740626423175989
-9.173913043478262	-2.760939299873899
-9.163043478260869	-2.781195941198266
-9.152173913043478	-2.80139536092966
-9.141304347826088	-2.821536573314122
-9.130434782608695	-2.841618593063174
-9.119565217391305	-2.861640435353814
-9.108695652173912	-2.881601115828518
-9.097826086956522	-2.901499650595236
-9.086956521739131	-2.9213350562274
-9.076086956521738	-2.941106349763913
-9.065217391304348	-2.960812548709158
-9.054347826086957	-2.980452671032995
-9.043478260869565	-3.000025735170762
-9.032608695652174	-3.019530760023272
-9.021739130434783	-3.038966764956814
-9.010869565217391	-3.058332769803158
-9	-3.077627794859546
-8.989130434782609	-3.096850866477622
-8.978260869565217	-3.116001011653339
-8.967391304347826	-3.135077253385013
-8.956521739130435	-3.154078615997888
-8.945652173913043	-3.173004125144138
-8.934782608695652	-3.19185280780287
-8.923913043478262	-3.210623692280122
-8.913043478260869	-3.229315808208863
-8.902173913043478	-3.247928186548992
-8.891304347826088	-3.266459859587341
-8.880434782608695	-3.284909860937671
-8.869565217391305	-3.303277225540676
-8.858695652173912	-3.32156098966398
-8.847826086956522	-3.339760190902139
-8.836956521739131	-3.35787386817664
-8.826086956521738	-3.375901061735901
-8.815217391304348	-3.393840813155269
-8.804347826086957	-3.411692165337026
-8.793478260869565	-3.429454162510382
-8.782608695652174	-3.447125850231481
-8.771739130434783	-3.464706275383394
-8.760869565217391	-3.482194486176129
-8.75	-3.499589532146619
-8.739130434782609	-3.5168904698167
-8.728260869565217	-3.534096357042568
-8.717391304347826	-3.551206248665626
-8.706521739130435	-3.568219201711122
-8.695652173913043	-3.585134275388157
-8.684782608695652	-3.601950531089682
-8.673913043478262	-3.618667032392506
-8.663043478260869	-3.635282845057285
-8.652173913043478	-3.651797037028528
-8.641304347826088	-3.668208678434598
-8.630434782608695	-3.684516841587707
-8.619565217391305	-3.700720600983923
-8.608695652173912	-3.716819033303162
-8.597826086956522	-3.732811217409194
-8.586956521739131	-3.748696234349642
-8.576086956521738	-3.76447316735598
-8.565217391304348	-3.780141101843532
-8.554347826086957	-3.795699125411479
-8.543478260869565	-3.811146327842849
-8.532608695652174	-3.826481801104527
-8.521739130434783	-3.841704639347241
